Name,Country,City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Release Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,Nature of Screening,Provenance of Print,Other Notes
Cine Universitario,Uruguay,Montevideo,1952,September,28,La caída de San Petersburgo,,,Vsevolod Pudovkin,1927,Soviet Union,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,8,,Viva Villa,,Jack Conway,1934,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,12,Los niños nos miran,I Bambini ci guardano,,Vittorio de Sica,1943,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,17,La danza macabra,The Skeleton Dance,,Walt Disney,1929,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,17,,Metropolis,,Fritz Lang,1927,Germany,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,19,La heredera,The Heiress,,William Wyler,1949,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,October,24,,Loony Tom,,James Broughton,1948,United States,short,Cine experimental en EE.UU.,repeat,,
Cine Universitario,Uruguay,Montevideo,1952,October,24,,Mother's Day,,James Broughton,1948,United States,short,Cine experimental en EE.UU.,repeat,,
Cine Universitario,Uruguay,Montevideo,1952,October,24,,Sredni Vastar,,David Bradley,,United States,short,Cine experimental en EE.UU.,,,
Cine Universitario,Uruguay,Montevideo,1952,October,24,,Meshes of the Afternoon,,"Maya Deren, Alexander Hammid",1943,United States,short,Cine experimental en EE.UU.,repeat,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,Robin Pillo,Robin Hoodlum,,,1948,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,No toques mi banjo,Ragtime Bear,,,1949,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,Ponche de León,Punchy de Lion,,,1950,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,El galgo cazador,Spellbound Hound,,,1950,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,Seguro arriesgado,Trouble Indemnity,,,1950,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,Jorge y el Dragón,Georgie and the Dragon,,,1951,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,29,El niño prodigio,Gerald McBoing Boing,,,1951,United States,short,Dibujos animados de UPA,,,
Cine Universitario,Uruguay,Montevideo,1952,October,31,,Cine amateur uruguayo: films presentados al Tercer Concurso Relámpago de Filmación,,,,Uruguay,short,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,4,,Il Capello a Tre Punte,,Mario Camerini,1934,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,4,,Acciaio,,Walter Ruttmann,1933,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,9,,La Tavola dei Poveri,,Alessandro Blasetti,1932,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,12,Qué sinvergüenza son los hombres,"Gli uomini, che mascalzoni",,Mario Camerini,1932,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,14,,La joie de vivre,,"Hector Hoppin, Anthony Gross",1934,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,14,,Coalface,,Alberto Cavalcanti,1936,United Kingdom,short,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,14,,Spione,,Fritz Lang,1928,Germany,feature,,repeat,,
Cine Universitario,Uruguay,Montevideo,1952,November,18,A la sombra de la horca,Dura Lex,,Lev Kuleshov,1926,Soviet Union,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,18,El acorazado Potemkin,,,Sergei Eisenstein,1925,Soviet Union,feature,,repeat,,
Cine Universitario,Uruguay,Montevideo,1952,November,25,El casamiento de Chiffon,Le mariage de Chiffon,,Claude Autant-Lara,1941,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1952,November,28,Los ángeles del pecado,Les anges du peché,,Robert Bresson,1943,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Ma l'amor mio non muore,,Mario Caserini,1913,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Das Testament des Dr. Mabuse,,Fritz Lang,1932,Germany,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Flame of New Orleans,,René Clair,1941,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Les dames du Bois de Boulogne,,Robert Bresson,1944,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Antoine et Antoinette,,Jacques Becker,1947,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Edouard et Caroline,,Jacques Becker,1950,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Safety Last,,Harold Lloyd,1923,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Mr. Deeds Goes to Town,,Frank Capra,1936,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,It Happened One Night,,Frank Capra,1934,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,To Be or Not to Be,,Ernst Lubitsch,1942,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Down Memory Lane,,Mack Sennett,1949,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Intolerance,,D.W. Griffith,1916,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Broken Blossoms,,D.W. Griffith,1919,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Old Actor,,D.W. Griffith,1912,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Le rideau cramoisi,,Alexandre Astruc,1952,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Sommarlek,,Ingmar Bergman,1950,Sweden,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Broken Blossoms,,John Brahm,1936,United Kingdom,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Five,,Arch Oboler,1951,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Drame chez les fantoches,,Émile Cohl,1908,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,A la conquête du pole,,Georges Melies,1912,France,short,,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Les invisibles,,Gaston Velle,1906,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,L'assassinat du Duc de Guise,,"Charles le Bargy, Andrés Calmettes",1908,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Petit Mortiz enlève Rosalie,,Romeo Bosetti,1911,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Letter from an Unknown Woman,,Max Ophuls,1948,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Sound of Fury,,Cyril Enfield,1951,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,All Quiet on the Western Front,,Lewis Milestone,1930,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Emak Bakia,,Man Ray,1926,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,L'Etoile du Mer,,Man Ray,1928,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Diagonal Symphonie,,Viking Eggeling,1921,Germany,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Rhythmus 21,,Hans Richter,1921,Germany,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Stars and Stripes,,Norman McLaren,1951,Canada,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Dots,,Norman McLaren,1951,Canada,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,La Rose et le réséda,,André Michel,1947,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Civilization,,Thomas Ince,1916,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,8,La granja de los siete pecados,La ferme des sept pechés,,Jean Devaivre,1948,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,12,,"Cortometraje diverso incluyendo producción de UPA, Walt Disney y marionetas de George Pal",,,,,,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,12,El gabán del ángel,Andelsky Kabat,,F. Franisek,1949,Czechoslovakia,short,,preview screening,,
Cine Universitario,Uruguay,Montevideo,1953,September,12,En el lejano oeste,Pisen Prerie,,Jiri Trnka,1949,Czechoslovakia,short,From Artkino,preview screening,,
Cine Universitario,Uruguay,Montevideo,1953,September,16,La leyenda de Gosta Berling,Gosta Berlings Saga,,Mauritz Stiler,1928,Sweden,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,18,,The Life and Death of 9413: a Hollywood Extra,,"Robert Florey, Slavko Vorkapich",1928,United States,short,Hollywood ante la cámara,,,
Cine Universitario,Uruguay,Montevideo,1953,September,18,"Hollywood se divierte, El fabricante de sueños",Stand-In,,Tay Garnett,1937,United States,feature,Hollywood ante la cámara,,,
Cine Universitario,Uruguay,Montevideo,1953,September,20,Los amores de Don Juan,The Private Life of Don Juan,,Alexander Korda,1934,United Kingdom,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,25,,Pacific 231,,Jean Mitry,1949,France,short,Cortometraje francés moderno,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,September,25,,Images medievales,,William Novik,1949,France,short,Cortometraje francés moderno,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,September,25,,Images pour Debussy,,Jean Mitry,1951,France,short,Cortometraje francés moderno,,,
Cine Universitario,Uruguay,Montevideo,1953,September,25,,Toulouse-Lautrec,,Robert Hessens,1950,France,short,Cortometraje francés moderno,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,September,27,Diabólico destino,Wozzeck,,Georg C. Klaren,1950,East Germany,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,September,30,El martirio de Juana de Arco,La passion de Jeanne d'Arc,,Carl Theodor Dreyer,1928,France,feature,,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,October,7,Lo que la carne hereda,Pinky,,Elia Kazan,1948,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,October,11,Huracán de pasiones,Key Largo,,John Huston,1948,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,October,14,Vanidad,Prix de beauté,,Augusto Genina,1929,France,feature,,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,October,16,El largo viaje de regreso,The Long Voyage Home,,John Ford,1940,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,October,18,,Il cammino della speranza,,Pietro Germi,1950,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,October,25,Pasiones humanas,Act of Violence,,Fred Zinnemman,1948,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,October,28,,Le million,,René Clair,1931,France,feature,no subtitles,,,
Cine Universitario,Uruguay,Montevideo,1953,October,30,,Intolerance,,D.W. Griffith,1916,United States,feature,,repeat,,
Cine Universitario,Uruguay,Montevideo,1953,,,,L'Homme a la tête de caoutchouc,,Georges Melies,1901,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Dix femmes pour un mari,,Pathé,1905,France,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Last of the Line,,Thomas Ince,1914,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Last Card,,William S. Hart,1915,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Cactus Jim's Shop Girl,,Tom Mix,1915,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Every Inch a Man,,Thomas Ince,1915,United States,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Circus,,Charles Chaplin,1928,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,The Covered Wagon,,James Cruze,1923,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Kermesse fantastique,,Josef Mizik,1951,Netherlands,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Der Kongress Tanzt,,Erik Charell,1931,Germany,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Ninotchka,,Ernst Lubitsch,1939,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,La grande illusion,,Jean Renoir,1937,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,La charrette fantôme,,Julien Duvivier,1939,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Un carnet de bal,,Julien Duvivier,1937,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Shadow of a Doubt,,Alfred Hitchcock,1943,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,They Were Expendable,,John Ford,1945,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Dieu a besoin des hommes,,Jean Delannoy,1949,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,High Noon,,Fred Zinnemman,1952,United States,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Prima comunione,,Alessandro Blasetti,1950,Italy,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Scott of the Antarctic,,Charles Frend,1948,United Kingdom,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Orphée,,Jean Cocteau,1949,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Sylvie et le fantôme,,Claude Autant-Lara,1945,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,La beauté du diable,,René Clair,1949,France,feature,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Napoleon Bonaparte,,Jean Tedesco,1951,France,,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Pett and Pott,,Alberto Cavalcanti,1934,United Kingdom,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Listen to Britain,,"Humphrey Jennings, Stewart McAllister",1942,United Kingdom,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Waters of Time,,"Bill Launder, Basil Wright",1951,United Kingdom,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,London Can Take It,,"Humphrey Jennings, Harry Watt",1940,United Kingdom,short,,,,
Cine Universitario,Uruguay,Montevideo,1953,,,,Desert Victory,,Roy Boulting,1943,United Kingdom,short,,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Carlitos bombero,The Fireman,The Fireman,Charles Chaplin,1916,United States,short,Cómicos americanos de la época muda,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,En el aserradero,The Sawmill,The Sawmill,Larry Semon,1922,United States,short,Cómicos americanos de la época muda,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,La vampiresa del colegio,Unknown,Unknown,Mack Sennett?,1924,United States,short,Cómicos americanos de la época muda,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Entre fantasmas,Haunted Spooks,Haunted Spooks,"Alfred G. Goulding, Hal Roach",1924,United States,short,Cómicos americanos de la época muda,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Hermanos gemelos,Mama Behave,Mama Behave,Leo McCarey,1926,United States,short,Cómicos americanos de la época muda,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,En el país de Jauja,Hans Trutz in Schlaraffenland ,Hans Trutz in Never-Never Land,Paul Wegener,1917,Germany,short,"Ernst Lubitsch, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Bésame otra vez,Kiss Me Again,Kiss Me Again,Ernst Lubitsch,1925,United States,feature,"Ernst Lubitsch, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Una hora contigo,One Hour with You,One Hour with You,Ernst Lubitsch,1932,United States,feature,"Ernst Lubitsch, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Si yo tuviera un millón,If I Had a Million,If I Had a Million,Ernst Lubitsch,1932,United States,feature,"Ernst Lubitsch, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Rumbos de vida,Design for Living,Design for Living,Ernst Lubitsch,1933,United States,feature,"Ernst Lubitsch, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Hermoso Brummel, El",Beau Brummel,Beau Brummel,Harry Beaumont,1924,United States,feature,Actores famosos - John Barrymore,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Enemigo público número 1, El","Public Enemy, The","Public Enemy, The",William Wellman,1931,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,El Delator,The Informer,The Informer,John Ford,1935,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"María Estuardo, reina de Escocia",Mary of Scotland,Mary of Scotland,John Ford,1936,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Al redoblar de los tambores,Drums along the Mohawk,Drums along the Mohawk,John Ford,1939,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,La diligencia,Stagecoach,Stagecoach,John Ford,1939,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Viñas de ira,Grapes of Wrath,Grapes of Wrath,John Ford,1940,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Hombres del mar,Long Voyage Home,Long Voyage Home,John Ford,1941,United States,feature,10 años en la obra de John Ford,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Scarface,Scarface,Scarface,Howard Hawks,1932,United States,feature,Un creador de tipos: Paul Muni,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Infierno Negro,Black Fury,Black Fury,Michael Curtiz,1935,United States,feature,Un creador de tipos: Paul Muni,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Gran tragedia de Luis Pasteur, La","Story of Louis Pasteur, The","Story of Louis Pasteur, The",William Dieterle,1936,United States,feature,Un creador de tipos: Paul Muni,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Buena tierra, La",The Good Earth,The Good Earth,Sidney Franklin,1939,United States,feature,Un creador de tipos: Paul Muni,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Juárez,Juárez,Juárez,William Dieterle,1939,United States,feature,Un creador de tipos: Paul Muni,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,No estamos solos,We are Not Alone,We are Not Alone,Edmund Goulding,1940,United States,feature,Un creador de tipos: Paul Muni,,,
